Nos.,order_id,Item,Price,City,Quantity,Bill Amount,State of Delivery,Year
4957,415,Product 380,243,Jhunjhunu,2,486,Rajasthan,2018
4958,415,Product 336,72,Jhunjhunu,8,576,Rajasthan,2018
4959,415,Product 459,106,Jhunjhunu,5,530,Rajasthan,2018
4960,415,Product 419,233,Jhunjhunu,10,2330,Rajasthan,2018
4961,415,Product 93,174,Jhunjhunu,6,1044,Rajasthan,2018
4962,415,Product 350,206,Jhunjhunu,3,618,Rajasthan,2018
4963,415,Product 255,66,Jhunjhunu,2,132,Rajasthan,2018
4964,415,Product 242,206,Jhunjhunu,4,824,Rajasthan,2018
4965,415,Product 372,91,Jhunjhunu,3,273,Rajasthan,2018
4966,415,Product 439,109,Jhunjhunu,5,545,Rajasthan,2018
4967,416,Product 234,232,Kodaikanal,10,2320,Tamil Nadu,2018
4968,416,Product 138,258,Kodaikanal,3,774,Tamil Nadu,2018
4969,416,Product 376,90,Kodaikanal,1,90,Tamil Nadu,2018
4970,416,Product 315,263,Kodaikanal,10,2630,Tamil Nadu,2018
4971,416,Product 87,134,Kodaikanal,2,268,Tamil Nadu,2018
4972,416,Product 162,266,Kodaikanal,2,532,Tamil Nadu,2018
4973,416,Product 60,121,Kodaikanal,8,968,Tamil Nadu,2018
4974,416,Product 488,130,Kodaikanal,4,520,Tamil Nadu,2018
4975,416,Product 160,287,Kodaikanal,5,1435,Tamil Nadu,2018
4976,416,Product 87,134,Kodaikanal,6,804,Tamil Nadu,2018
4977,416,Product 269,84,Kodaikanal,2,168,Tamil Nadu,2018
4978,416,Product 337,126,Kodaikanal,7,882,Tamil Nadu,2018
4979,416,Product 416,294,Kodaikanal,5,1470,Tamil Nadu,2018
4980,416,Product 320,283,Kodaikanal,6,1698,Tamil Nadu,2018
4981,416,Product 460,76,Kodaikanal,3,228,Tamil Nadu,2018
4982,416,Product 324,276,Kodaikanal,6,1656,Tamil Nadu,2018
4983,417,Product 305,277,gurgaom,2,554,Haryana,2018
4984,417,Product 381,282,gurgaom,4,1128,Haryana,2018
4985,417,Product 161,132,gurgaom,6,792,Haryana,2018
4986,417,Product 310,195,gurgaom,1,195,Haryana,2018
4987,417,Product 350,206,gurgaom,7,1442,Haryana,2018
4988,417,Product 76,190,gurgaom,7,1330,Haryana,2018
4989,417,Product 240,69,gurgaom,4,276,Haryana,2018
4990,417,Product 235,299,gurgaom,7,2093,Haryana,2018
4991,417,Product 237,66,gurgaom,6,396,Haryana,2018
4992,417,Product 199,216,gurgaom,3,648,Haryana,2018
4993,417,Product 167,232,gurgaom,2,464,Haryana,2018
4994,417,Product 113,280,gurgaom,5,1400,Haryana,2018
4995,417,Product 410,254,gurgaom,1,254,Haryana,2018
4996,417,Product 71,181,gurgaom,10,1810,Haryana,2018
4997,418,Product 394,177,Deesa,5,885,Gujarat,2018
4998,418,Product 137,113,Deesa,4,452,Gujarat,2018
4999,418,Product 241,164,Deesa,7,1148,Gujarat,2018
5000,418,Product 269,84,Deesa,10,840,Gujarat,2018
5001,418,Product 447,89,Deesa,8,712,Gujarat,2018
5002,418,Product 115,280,Deesa,8,2240,Gujarat,2018
5003,418,Product 26,199,Deesa,2,398,Gujarat,2018
5004,418,Product 364,65,Deesa,9,585,Gujarat,2018
5005,418,Product 156,287,Deesa,8,2296,Gujarat,2018
5006,418,Product 36,214,Deesa,10,2140,Gujarat,2018
5007,418,Product 191,244,Deesa,7,1708,Gujarat,2018
5008,418,Product 274,74,Deesa,4,296,Gujarat,2018
5009,418,Product 102,283,Deesa,2,566,Gujarat,2018
5010,419,Product 385,184,Tripunithura,6,1104,Kerala,2018
5011,419,Product 90,193,Tripunithura,8,1544,Kerala,2018
5012,419,Product 130,238,Tripunithura,10,2380,Kerala,2018
5013,419,Product 137,113,Tripunithura,4,452,Kerala,2018
5014,419,Product 206,85,Tripunithura,1,85,Kerala,2018
5015,419,Product 332,210,Tripunithura,7,1470,Kerala,2018
5016,419,Product 349,67,Tripunithura,5,335,Kerala,2018
5017,419,Product 307,202,Tripunithura,4,808,Kerala,2018
5018,419,Product 236,65,Tripunithura,8,520,Kerala,2018
5019,419,Product 91,57,Tripunithura,4,228,Kerala,2018
5020,420,Product 453,143,Kakkanad,9,1287,Kerala,2018
5021,420,Product 81,234,Kakkanad,10,2340,Kerala,2018
5022,420,Product 218,192,Kakkanad,7,1344,Kerala,2018
5023,420,Product 150,203,Kakkanad,8,1624,Kerala,2018
5024,420,Product 281,148,Kakkanad,9,1332,Kerala,2018
5025,420,Product 138,258,Kakkanad,5,1290,Kerala,2018
5026,420,Product 145,108,Kakkanad,3,324,Kerala,2018
5027,420,Product 46,136,Kakkanad,10,1360,Kerala,2018
5028,420,Product 399,103,Kakkanad,8,824,Kerala,2018
5029,420,Product 244,181,Kakkanad,9,1629,Kerala,2018
5030,420,Product 478,249,Kakkanad,1,249,Kerala,2018
5031,420,Product 384,154,Kakkanad,8,1232,Kerala,2018
5032,420,Product 393,206,Kakkanad,9,1854,Kerala,2018
5033,420,Product 26,199,Kakkanad,10,1990,Kerala,2018
5034,420,Product 173,123,Kakkanad,2,246,Kerala,2018
5035,420,Product 159,204,Kakkanad,6,1224,Kerala,2018
5036,421,Product 163,124,ganavaram,8,992,Andhra Pradesh,2018
5037,421,Product 169,113,ganavaram,4,452,Andhra Pradesh,2018
5038,421,Product 78,154,ganavaram,2,308,Andhra Pradesh,2018
5039,421,Product 482,120,ganavaram,2,240,Andhra Pradesh,2018
5040,421,Product 238,153,ganavaram,7,1071,Andhra Pradesh,2018
5041,421,Product 475,273,ganavaram,2,546,Andhra Pradesh,2018
5042,421,Product 186,126,ganavaram,3,378,Andhra Pradesh,2018
5043,421,Product 161,132,ganavaram,7,924,Andhra Pradesh,2018
5044,421,Product 127,179,ganavaram,10,1790,Andhra Pradesh,2018
5045,421,Product 203,289,ganavaram,9,2601,Andhra Pradesh,2018
5046,421,Product 149,174,ganavaram,9,1566,Andhra Pradesh,2018
5047,421,Product 101,98,ganavaram,6,588,Andhra Pradesh,2018
5048,421,Product 202,299,ganavaram,7,2093,Andhra Pradesh,2018
5049,421,Product 36,214,ganavaram,10,2140,Andhra Pradesh,2018
5050,421,Product 199,216,ganavaram,3,648,Andhra Pradesh,2018
5051,422,Product 339,273,Amalapuram,2,546,Andhra Pradesh,2018
5052,422,Product 269,84,Amalapuram,2,168,Andhra Pradesh,2018
5053,422,Product 263,91,Amalapuram,9,819,Andhra Pradesh,2018
5054,422,Product 197,158,Amalapuram,1,158,Andhra Pradesh,2018
5055,422,Product 488,130,Amalapuram,5,650,Andhra Pradesh,2018
5056,422,Product 49,207,Amalapuram,2,414,Andhra Pradesh,2018
5057,422,Product 10,142,Amalapuram,7,994,Andhra Pradesh,2018
5058,422,Product 336,72,Amalapuram,4,288,Andhra Pradesh,2018
5059,422,Product 187,103,Amalapuram,6,618,Andhra Pradesh,2018
5060,422,Product 142,195,Amalapuram,4,780,Andhra Pradesh,2018
5061,422,Product 296,218,Amalapuram,8,1744,Andhra Pradesh,2018
5062,422,Product 155,257,Amalapuram,8,2056,Andhra Pradesh,2018
5063,422,Product 128,261,Amalapuram,7,1827,Andhra Pradesh,2018
5064,422,Product 157,244,Amalapuram,8,1952,Andhra Pradesh,2018
5065,422,Product 428,218,Amalapuram,3,654,Andhra Pradesh,2018
5066,422,Product 93,174,Amalapuram,3,522,Andhra Pradesh,2018
5067,422,Product 289,255,Amalapuram,8,2040,Andhra Pradesh,2018
5068,423,Product 26,199,NaniDaman,4,796,Daman,2018
5069,423,Product 65,191,NaniDaman,2,382,Daman,2018
5070,423,Product 260,190,NaniDaman,7,1330,Daman,2018
5071,423,Product 354,82,NaniDaman,7,574,Daman,2018
5072,423,Product 426,247,NaniDaman,9,2223,Daman,2018
5073,423,Product 183,212,NaniDaman,1,212,Daman,2018
5074,423,Product 491,279,NaniDaman,8,2232,Daman,2018
5075,423,Product 402,148,NaniDaman,2,296,Daman,2018
5076,423,Product 230,265,NaniDaman,9,2385,Daman,2018
5077,423,Product 380,243,NaniDaman,7,1701,Daman,2018
5078,423,Product 128,261,NaniDaman,8,2088,Daman,2018
5079,423,Product 210,206,NaniDaman,9,1854,Daman,2018
5080,423,Product 485,271,NaniDaman,3,813,Daman,2018
5081,423,Product 196,215,NaniDaman,8,1720,Daman,2018
5082,424,Product 238,153,ALWAR,4,612,Rajasthan,2018
5083,424,Product 117,52,ALWAR,8,416,Rajasthan,2018
5084,424,Product 370,74,ALWAR,7,518,Rajasthan,2018
5085,424,Product 234,232,ALWAR,9,2088,Rajasthan,2018
5086,424,Product 213,71,ALWAR,6,426,Rajasthan,2018
5087,424,Product 404,242,ALWAR,3,726,Rajasthan,2018
5088,424,Product 110,215,ALWAR,8,1720,Rajasthan,2018
5089,424,Product 341,294,ALWAR,8,2352,Rajasthan,2018
5090,424,Product 180,264,ALWAR,4,1056,Rajasthan,2018
5091,425,Product 384,154,CHANDRAPUR,2,308,Maharashtra,2018
5092,425,Product 495,63,CHANDRAPUR,7,441,Maharashtra,2018
5093,425,Product 472,202,CHANDRAPUR,9,1818,Maharashtra,2018
5094,425,Product 409,293,CHANDRAPUR,9,2637,Maharashtra,2018
5095,425,Product 28,76,CHANDRAPUR,2,152,Maharashtra,2018
5096,425,Product 446,97,CHANDRAPUR,10,970,Maharashtra,2018
5097,425,Product 458,73,CHANDRAPUR,7,511,Maharashtra,2018
5098,425,Product 196,215,CHANDRAPUR,2,430,Maharashtra,2018
5099,425,Product 442,185,CHANDRAPUR,4,740,Maharashtra,2018
5100,425,Product 335,230,CHANDRAPUR,5,1150,Maharashtra,2018
5101,425,Product 236,65,CHANDRAPUR,1,65,Maharashtra,2018
5102,425,Product 146,71,CHANDRAPUR,10,710,Maharashtra,2018
5103,426,Product 190,128,shimla,2,256,Himachal Pradesh,2018
5104,426,Product 144,99,shimla,5,495,Himachal Pradesh,2018
5105,426,Product 85,94,shimla,10,940,Himachal Pradesh,2018
5106,426,Product 161,132,shimla,7,924,Himachal Pradesh,2018
5107,426,Product 299,241,shimla,9,2169,Himachal Pradesh,2018
5108,426,Product 374,274,shimla,6,1644,Himachal Pradesh,2018
5109,426,Product 153,183,shimla,10,1830,Himachal Pradesh,2018
5110,426,Product 475,273,shimla,10,2730,Himachal Pradesh,2018
5111,426,Product 298,153,shimla,8,1224,Himachal Pradesh,2018
5112,426,Product 320,283,shimla,8,2264,Himachal Pradesh,2018
5113,426,Product 346,269,shimla,4,1076,Himachal Pradesh,2018
5114,426,Product 309,195,shimla,5,975,Himachal Pradesh,2018
5115,426,Product 50,56,shimla,5,280,Himachal Pradesh,2018
5116,426,Product 173,123,shimla,8,984,Himachal Pradesh,2018
5117,426,Product 192,161,shimla,6,966,Himachal Pradesh,2018
5118,427,Product 376,90,Akola,9,810,Maharashtra,2018
5119,427,Product 377,119,Akola,5,595,Maharashtra,2018
5120,427,Product 479,68,Akola,3,204,Maharashtra,2018
5121,427,Product 173,123,Akola,4,492,Maharashtra,2018
5122,427,Product 117,52,Akola,4,208,Maharashtra,2018
5123,427,Product 156,287,Akola,2,574,Maharashtra,2018
5124,427,Product 412,121,Akola,7,847,Maharashtra,2018
5125,427,Product 45,119,Akola,5,595,Maharashtra,2018
5126,427,Product 36,214,Akola,4,856,Maharashtra,2018
5127,427,Product 466,180,Akola,2,360,Maharashtra,2018
5128,428,Product 332,210,tittagudi,3,630,Tamil Nadu,2018
5129,428,Product 76,190,tittagudi,7,1330,Tamil Nadu,2018
5130,428,Product 311,84,tittagudi,4,336,Tamil Nadu,2018
5131,428,Product 263,91,tittagudi,7,637,Tamil Nadu,2018
5132,428,Product 177,62,tittagudi,2,124,Tamil Nadu,2018
5133,428,Product 246,131,tittagudi,9,1179,Tamil Nadu,2018
5134,428,Product 312,145,tittagudi,9,1305,Tamil Nadu,2018
5135,428,Product 139,64,tittagudi,9,576,Tamil Nadu,2018
5136,428,Product 273,205,tittagudi,2,410,Tamil Nadu,2018
5137,428,Product 58,142,tittagudi,8,1136,Tamil Nadu,2018
5138,428,Product 396,142,tittagudi,8,1136,Tamil Nadu,2018
5139,428,Product 259,144,tittagudi,4,576,Tamil Nadu,2018
5140,428,Product 197,158,tittagudi,7,1106,Tamil Nadu,2018
5141,429,Product 408,228,malda,7,1596,West Bengal,2018
5142,429,Product 98,66,malda,9,594,West Bengal,2018
5143,429,Product 420,131,malda,2,262,West Bengal,2018
5144,429,Product 154,145,malda,2,290,West Bengal,2018
5145,429,Product 135,214,malda,10,2140,West Bengal,2018
5146,429,Product 156,287,malda,6,1722,West Bengal,2018
5147,429,Product 431,256,malda,6,1536,West Bengal,2018
5148,430,Product 359,154,Krishna Dist,8,1232,Andhra Pradesh,2018
5149,430,Product 414,130,Krishna Dist,3,390,Andhra Pradesh,2018
5150,430,Product 396,142,Krishna Dist,4,568,Andhra Pradesh,2018
5151,430,Product 324,276,Krishna Dist,7,1932,Andhra Pradesh,2018
5152,430,Product 400,248,Krishna Dist,10,2480,Andhra Pradesh,2018
5153,430,Product 70,90,Krishna Dist,8,720,Andhra Pradesh,2018
5154,430,Product 391,234,Krishna Dist,9,2106,Andhra Pradesh,2018
5155,430,Product 370,74,Krishna Dist,1,74,Andhra Pradesh,2018
5156,430,Product 217,68,Krishna Dist,9,612,Andhra Pradesh,2018
5157,430,Product 388,242,Krishna Dist,7,1694,Andhra Pradesh,2018
5158,430,Product 71,181,Krishna Dist,7,1267,Andhra Pradesh,2018
5159,430,Product 241,164,Krishna Dist,1,164,Andhra Pradesh,2018
5160,430,Product 52,295,Krishna Dist,10,2950,Andhra Pradesh,2018
5161,430,Product 464,154,Krishna Dist,10,1540,Andhra Pradesh,2018
5162,430,Product 479,68,Krishna Dist,1,68,Andhra Pradesh,2018
5163,430,Product 464,154,Krishna Dist,9,1386,Andhra Pradesh,2018
5164,431,Product 256,260,Belapur CBD,9,2340,Maharashtra,2018
5165,431,Product 116,199,Belapur CBD,9,1791,Maharashtra,2018
5166,431,Product 327,88,Belapur CBD,9,792,Maharashtra,2018
5167,431,Product 102,283,Belapur CBD,7,1981,Maharashtra,2018
5168,431,Product 230,265,Belapur CBD,5,1325,Maharashtra,2018
5169,431,Product 177,62,Belapur CBD,4,248,Maharashtra,2018
5170,431,Product 150,203,Belapur CBD,3,609,Maharashtra,2018
5171,431,Product 325,61,Belapur CBD,10,610,Maharashtra,2018
5172,431,Product 394,177,Belapur CBD,7,1239,Maharashtra,2018
5173,431,Product 242,206,Belapur CBD,7,1442,Maharashtra,2018
5174,431,Product 487,64,Belapur CBD,5,320,Maharashtra,2018
5175,431,Product 355,80,Belapur CBD,1,80,Maharashtra,2018
5176,431,Product 157,244,Belapur CBD,5,1220,Maharashtra,2018
5177,432,Product 276,84,Walica Shoping Center- Mo,3,252,NA,2018
5178,432,Product 64,263,Walica Shoping Center- Mo,6,1578,NA,2018
5179,432,Product 74,162,Walica Shoping Center- Mo,8,1296,NA,2018
5180,432,Product 414,130,Walica Shoping Center- Mo,5,650,NA,2018
5181,432,Product 115,280,Walica Shoping Center- Mo,3,840,NA,2018
5182,432,Product 426,247,Walica Shoping Center- Mo,4,988,NA,2018
5183,432,Product 263,91,Walica Shoping Center- Mo,2,182,NA,2018
5184,432,Product 77,97,Walica Shoping Center- Mo,3,291,NA,2018
5185,432,Product 363,266,Walica Shoping Center- Mo,10,2660,NA,2018
5186,432,Product 260,190,Walica Shoping Center- Mo,6,1140,NA,2018
5187,432,Product 241,164,Walica Shoping Center- Mo,1,164,NA,2018
5188,432,Product 362,104,Walica Shoping Center- Mo,9,936,NA,2018
5189,432,Product 120,171,Walica Shoping Center- Mo,5,855,NA,2018
5190,432,Product 322,123,Walica Shoping Center- Mo,1,123,West Bengal,2018
5191,433,Product 402,148,Jalpaiguri,10,1480,West Bengal,2018
5192,433,Product 190,128,Jalpaiguri,10,1280,West Bengal,2018
5193,433,Product 98,66,Jalpaiguri,2,132,West Bengal,2018
5194,433,Product 488,130,Jalpaiguri,2,260,West Bengal,2018
5195,433,Product 407,252,Jalpaiguri,9,2268,West Bengal,2018
5196,433,Product 246,131,Jalpaiguri,7,917,West Bengal,2018
5197,433,Product 376,90,Jalpaiguri,7,630,West Bengal,2018
5198,433,Product 2,263,Jalpaiguri,7,1841,West Bengal,2018
5199,433,Product 104,202,Jalpaiguri,6,1212,West Bengal,2018
5200,433,Product 403,249,Jalpaiguri,4,996,West Bengal,2018
5201,433,Product 164,122,Jalpaiguri,9,1098,West Bengal,2018
5202,433,Product 81,234,Jalpaiguri,2,468,West Bengal,2018
5203,433,Product 442,185,Jalpaiguri,2,370,West Bengal,2018
5204,434,Product 189,81,Anand,2,162,Gujarat,2018
5205,434,Product 98,66,Anand,7,462,Gujarat,2018
5206,434,Product 485,271,Anand,9,2439,Gujarat,2018
5207,434,Product 369,218,Anand,4,872,Gujarat,2018
5208,434,Product 270,162,Anand,6,972,Gujarat,2018
5209,434,Product 33,90,Anand,10,900,Gujarat,2018
5210,434,Product 333,267,Anand,7,1869,Gujarat,2018
5211,434,Product 300,79,Anand,10,790,Gujarat,2018
5212,434,Product 361,127,Anand,5,635,Gujarat,2018
5213,434,Product 467,211,Anand,4,844,Gujarat,2018
5214,434,Product 61,109,Anand,4,436,Gujarat,2018
5215,434,Product 486,105,Anand,1,105,Gujarat,2018
5216,434,Product 129,65,Anand,10,650,Gujarat,2018
5217,434,Product 269,84,Anand,5,420,Gujarat,2018
5218,434,Product 212,259,Anand,7,1813,Gujarat,2018
5219,434,Product 236,65,Anand,9,585,Gujarat,2018
5220,434,Product 55,69,Anand,4,276,Gujarat,2018
5221,434,Product 494,50,Anand,8,400,Gujarat,2018
5222,434,Product 320,283,Anand,5,1415,Gujarat,2018
5223,435,Product 164,122,Tiruvalla,2,244,Kerala,2018
5224,435,Product 182,259,Tiruvalla,8,2072,Kerala,2018
5225,435,Product 413,252,Tiruvalla,7,1764,Kerala,2018
5226,435,Product 393,206,Tiruvalla,3,618,Kerala,2018
5227,435,Product 42,83,Tiruvalla,3,249,Kerala,2018
5228,436,Product 49,207,DOMBIVLI EAST,10,2070,Maharashtra,2018
5229,436,Product 259,144,DOMBIVLI EAST,4,576,Maharashtra,2018
5230,436,Product 263,91,DOMBIVLI EAST,8,728,Maharashtra,2018
5231,436,Product 378,98,DOMBIVLI EAST,3,294,Maharashtra,2018
5232,436,Product 361,127,DOMBIVLI EAST,6,762,Maharashtra,2018
5233,436,Product 385,184,DOMBIVLI EAST,10,1840,Maharashtra,2018
5234,436,Product 66,159,DOMBIVLI EAST,5,795,Maharashtra,2018
5235,436,Product 460,76,DOMBIVLI EAST,10,760,Maharashtra,2018
5236,436,Product 270,162,DOMBIVLI EAST,4,648,Maharashtra,2018
5237,436,Product 302,243,DOMBIVLI EAST,1,243,Maharashtra,2018
5238,436,Product 371,97,DOMBIVLI EAST,9,873,Maharashtra,2018
5239,436,Product 491,279,DOMBIVLI EAST,10,2790,Maharashtra,2018
5240,436,Product 423,199,DOMBIVLI EAST,2,398,Maharashtra,2018
5241,436,Product 151,280,DOMBIVLI EAST,3,840,Maharashtra,2018
5242,436,Product 367,103,DOMBIVLI EAST,9,927,Maharashtra,2018
5243,437,Product 444,185,Mylipadam,4,740,Kerala,2018
5244,437,Product 332,210,Mylipadam,2,420,Kerala,2018
5245,437,Product 172,289,Mylipadam,9,2601,Kerala,2018
5246,437,Product 211,88,Mylipadam,7,616,Kerala,2018
5247,437,Product 356,297,Mylipadam,6,1782,Kerala,2018
5248,437,Product 245,199,Mylipadam,1,199,Kerala,2018
5249,437,Product 367,103,Mylipadam,10,1030,Kerala,2018
5250,437,Product 261,121,Mylipadam,4,484,Kerala,2018
5251,437,Product 129,65,Mylipadam,10,650,Kerala,2018
5252,438,Product 477,71,Tinsukia,5,355,Assam,2018
5253,438,Product 225,210,Tinsukia,3,630,Assam,2018
5254,438,Product 109,272,Tinsukia,10,2720,Assam,2018
5255,438,Product 333,267,Tinsukia,4,1068,Assam,2018
5256,438,Product 155,257,Tinsukia,9,2313,Assam,2018
5257,438,Product 285,150,Tinsukia,6,900,Assam,2018
5258,438,Product 242,206,Tinsukia,10,2060,Assam,2018
5259,438,Product 372,91,Tinsukia,5,455,Assam,2018
5260,438,Product 425,62,Tinsukia,7,434,Assam,2018
5261,438,Product 204,112,Tinsukia,10,1120,Assam,2018
5262,438,Product 458,73,Tinsukia,6,438,Assam,2018
5263,438,Product 296,218,Tinsukia,4,872,Assam,2018
5264,439,Product 106,166,Cherthala,7,1162,Kerala,2018
5265,439,Product 224,264,Cherthala,3,792,Kerala,2018
5266,439,Product 475,273,Cherthala,10,2730,Kerala,2018
5267,439,Product 45,119,Cherthala,4,476,Kerala,2018
5268,439,Product 310,195,Cherthala,7,1365,Kerala,2018
5269,439,Product 474,123,Cherthala,2,246,Kerala,2018
5270,439,Product 495,63,Cherthala,3,189,Kerala,2018
5271,439,Product 77,97,Cherthala,4,388,Kerala,2018
5272,439,Product 210,206,Cherthala,10,2060,Kerala,2018
5273,439,Product 66,159,Cherthala,9,1431,Kerala,2018
5274,439,Product 384,154,Cherthala,4,616,Kerala,2018
5275,439,Product 285,150,Cherthala,9,1350,Kerala,2018
5276,439,Product 328,249,Cherthala,3,747,Kerala,2018
5277,440,Product 272,271,gudur,9,2439,Andhra Pradesh,2018
5278,440,Product 300,79,gudur,3,237,Andhra Pradesh,2018
5279,440,Product 243,202,gudur,4,808,Andhra Pradesh,2018
5280,440,Product 14,256,gudur,4,1024,Andhra Pradesh,2018
5281,440,Product 480,69,gudur,1,69,Andhra Pradesh,2018
5282,440,Product 307,202,gudur,7,1414,Andhra Pradesh,2018
5283,440,Product 382,103,gudur,5,515,Andhra Pradesh,2018
5284,440,Product 449,157,gudur,2,314,Andhra Pradesh,2018
5285,440,Product 343,217,gudur,2,434,Andhra Pradesh,2018
5286,441,Product 278,251,panaji,7,1757,Goa,2018
5287,441,Product 325,61,panaji,5,305,Goa,2018
5288,441,Product 455,200,panaji,8,1600,Goa,2018
5289,441,Product 228,140,panaji,2,280,Goa,2018
5290,441,Product 383,188,panaji,4,752,Goa,2018
5291,441,Product 427,275,panaji,1,275,Goa,2018
5292,441,Product 319,131,panaji,8,1048,Goa,2018
5293,441,Product 471,198,panaji,1,198,Goa,2018
5294,441,Product 251,210,panaji,2,420,Goa,2018
5295,441,Product 250,150,panaji,9,1350,Goa,2018
5296,441,Product 472,202,panaji,5,1010,Goa,2018
5297,441,Product 355,80,panaji,4,320,Goa,2018
5298,441,Product 335,230,panaji,1,230,Goa,2018
5299,441,Product 215,150,panaji,6,900,Goa,2018
5300,441,Product 317,178,panaji,5,890,Goa,2018
5301,441,Product 492,243,panaji,9,2187,Goa,2018
5302,441,Product 485,271,panaji,10,2710,Goa,2018
5303,442,Product 175,280,Shivamogga,5,1400,Karnataka,2018
5304,442,Product 489,179,Shivamogga,5,895,Karnataka,2018
5305,442,Product 447,89,Shivamogga,6,534,Karnataka,2018
5306,442,Product 62,180,Shivamogga,10,1800,Karnataka,2018
5307,442,Product 393,206,Shivamogga,6,1236,Karnataka,2018
5308,442,Product 16,199,Shivamogga,8,1592,Karnataka,2018
5309,442,Product 495,63,Shivamogga,7,441,Karnataka,2018
5310,442,Product 137,113,Shivamogga,7,791,Karnataka,2018
5311,442,Product 301,195,Shivamogga,3,585,Karnataka,2018
5312,442,Product 183,212,Shivamogga,2,424,Karnataka,2018
5313,442,Product 153,183,Shivamogga,9,1647,Karnataka,2018
5314,443,Product 121,194,Darjeeling,2,388,West Bengal,2018
5315,443,Product 421,104,Darjeeling,9,936,West Bengal,2018
